label,card_detected,clip_percent_high_after,clip_percent_high_before,clip_percent_low_after,clip_percent_low_before,corrected,gray_angular_deg_after,gray_angular_deg_before,gray_neutrality_after,gray_neutrality_before,max_patch_de76_after,max_patch_de76_before,mean_luma_after,mean_luma_before,mean_patch_de2000_after,mean_patch_de2000_before,mean_patch_de76_after,mean_patch_de76_before,mean_patch_de76_color_after,mean_patch_de76_color_before,original,sheet
nereus_v1,True,2.541,0.202,0.943,7.261,SPOT-33361C_BMCAM_001_2026-09-01T17-00-25Z_hybrid.png,26.45,36.78,0.2401,0.5105,71.04,106.03,80.4,60.4,24.49,32.93,41.84,59.19,45.53,63.3,SPOT-33361C_BMCAM_001_2026-09-01T17-00-25Z.jpg,/Users/nickbuemond/Documents/GitHub/bm_cam_legacy/.claude/worktrees/sprint-09-uart-throughput-22e3e7/runs/nereus_color_v1_20260901/scores/nereus_v1_SPOT-33361C_BMCAM_001_2026-09-01T17-00-25Z_sheet.jpg
nereus_v1,True,2.976,0.032,0.989,16.689,SPOT-33361C_BMCAM_001_2026-09-01T18-00-24Z_hybrid.png,27.39,37.15,0.2599,0.5672,73.93,106.04,84.6,58.3,29.57,33.15,50.75,58.57,57.03,63.71,SPOT-33361C_BMCAM_001_2026-09-01T18-00-24Z.jpg,/Users/nickbuemond/Documents/GitHub/bm_cam_legacy/.claude/worktrees/sprint-09-uart-throughput-22e3e7/runs/nereus_color_v1_20260901/scores/nereus_v1_SPOT-33361C_BMCAM_001_2026-09-01T18-00-24Z_sheet.jpg
