case,roi,crop_native_intent,output_w,output_h,fps_req,bitrate_mbps,forced_mode,chosen_mode,mode_fov_native,applied_roi_native_xywh,avail_w,avail_h,upscale_factor,verdict,frames,fps_actual,encode_s,bytes,cma_free_kb_during,temp_c_after,rc
prod_today,0.326389,0.326389,0.347222,0.347222,"1504,846,1600,900",1000,562,15,2,auto,1536x864,3072x1728,"1770,996,1066,599",533,299,1.88,UPSCALED,81,13.5,6.6,893667,74408,44.0,0
prod_crop_1to1,0.326389,0.326389,0.347222,0.347222,"1504,846,1600,900",1600,900,15,4,auto,1536x864,3072x1728,"1770,996,1066,599",533,299,3.00,UPSCALED,82,13.7,6.5,2129229,40188,45.1,0
prod_crop_1to1_fullmode,0.326389,0.326389,0.347222,0.347222,"1504,846,1600,900",1600,900,15,4,4608:2592:10:P,4608x2592,4608x2592,"1504,846,1599,899",1599,899,1.00,UPSCALED,71,11.8,6.9,1635918,12716,45.1,0
wide_full_1080p,0,0,1,1,"0,0,4608,2592",1920,1080,15,8,auto,2304x1296,4608x2592,"0,0,4608,2592",2304,1296,0.83,OK_1to1_or_down,81,13.5,6.7,2364646,52584,45.6,0
wide_full_1080p_binmode,0,0,1,1,"0,0,4608,2592",1920,1080,15,8,2304:1296:10:P,2304x1296,4608x2592,"0,0,4608,2592",2304,1296,0.83,OK_1to1_or_down,81,13.5,6.6,2257505,64324,46.2,0
tight_1080p_native,0.291667,0.291667,0.416667,0.416667,"1344,756,1920,1080",1920,1080,15,8,auto,2304x1296,4608x2592,"1344,756,1920,1080",960,540,2.00,UPSCALED,81,13.5,6.7,2689875,59292,46.2,0
tight_1080p_native_fullmode,0.291667,0.291667,0.416667,0.416667,"1344,756,1920,1080",1920,1080,15,8,4608:2592:10:P,4608x2592,4608x2592,"1344,756,1920,1080",1920,1080,1.00,OK_1to1_or_down,68,11.3,6.7,2127980,276,47.2,0
wide_full_1080p30,0,0,1,1,"0,0,4608,2592",1920,1080,30,8,auto,2304x1296,4608x2592,"0,0,4608,2592",2304,1296,0.83,OK_1to1_or_down,168,28.0,6.8,5095372,66632,47.8,0
wide_full_1440_wide,0,0,1,1,"0,0,4608,2592",2304,1296,15,10,auto,2304x1296,4608x2592,",,0,0",0,0,0,UNKNOWN,0,0,2.0,0,97172,46.7,255
