utc,fn,sz,res,fps,dur,tmp,rd,encode_s,boundary_s
2026-08-18T05:54:57Z,2026-08-18T05-54-57Z_video_1000x562_15fps.mp4,66040425,1000x562,15,300,39.7,0,300.6,4.9
2026-08-18T06:00:04Z,2026-08-18T06-00-04Z_video_1000x562_15fps.mp4,66036402,1000x562,15,300,39.7,0,300.6,4.4
2026-08-18T06:05:10Z,2026-08-18T06-05-10Z_video_1000x562_15fps.mp4,65865479,1000x562,15,300,40.8,0,300.6,4.3
2026-08-18T06:10:16Z,2026-08-18T06-10-16Z_video_1000x562_15fps.mp4,65831813,1000x562,15,300,39.7,0,300.5,9.0
2026-08-18T06:15:28Z,2026-08-18T06-15-28Z_video_1000x562_15fps.mp4,65836453,1000x562,15,300,40.2,0,300.9,8.2
2026-08-18T06:20:39Z,2026-08-18T06-20-39Z_video_1000x562_15fps.mp4,65657061,1000x562,15,300,40.2,0,300.6,8.1
2026-08-18T06:25:50Z,2026-08-18T06-25-50Z_video_1000x562_15fps.mp4,66402366,1000x562,15,300,40.2,0,300.6,8.2
2026-08-18T06:31:01Z,2026-08-18T06-31-01Z_video_1000x562_15fps.mp4,66892574,1000x562,15,300,39.7,0,300.6,8.3
2026-08-18T06:36:12Z,2026-08-18T06-36-12Z_video_1000x562_15fps.mp4,66882994,1000x562,15,300,40.2,0,300.6,8.3
2026-08-18T06:41:23Z,2026-08-18T06-41-23Z_video_1000x562_15fps.mp4,74897210,1000x562,15,300,40.8,0,300.6,9.1
2026-08-18T06:46:35Z,2026-08-18T06-46-35Z_video_1000x562_15fps.mp4,74909864,1000x562,15,300,40.8,0,300.6,8.9
2026-08-18T06:51:47Z,2026-08-18T06-51-47Z_video_1000x562_15fps.mp4,74910132,1000x562,15,300,40.8,0,300.6,9.2
2026-08-18T06:57:00Z,2026-08-18T06-57-00Z_video_1000x562_15fps.mp4,74909100,1000x562,15,300,40.8,0,300.6,9.1
2026-08-18T07:02:12Z,2026-08-18T07-02-12Z_video_1000x562_15fps.mp4,74910665,1000x562,15,300,40.8,0,300.6,9.1
2026-08-18T07:07:24Z,2026-08-18T07-07-24Z_video_1000x562_15fps.mp4,74910324,1000x562,15,300,40.8,0,300.6,8.8
2026-08-18T07:12:36Z,2026-08-18T07-12-36Z_video_1000x562_15fps.mp4,74910292,1000x562,15,300,41.3,0,300.6,5.0
2026-08-18T07:19:13Z,2026-08-18T07-19-13Z_video_1600x900_15fps.mp4,11361250,1600x900,15,60,42.4,0,47.4,6.5
2026-08-18T07:20:22Z,2026-08-18T07-20-22Z_video_1600x900_15fps.mp4,14859873,1600x900,15,60,42.4,0,61.4,4.4
2026-08-18T07:21:28Z,2026-08-18T07-21-28Z_video_1600x900_15fps.mp4,14875980,1600x900,15,60,42.4,0,60.6,3.9
2026-08-18T07:22:33Z,2026-08-18T07-22-33Z_video_1600x900_15fps.mp4,14873471,1600x900,15,60,42.4,0,60.5,3.5
2026-08-18T07:23:37Z,2026-08-18T07-23-37Z_video_1600x900_15fps.mp4,14875824,1600x900,15,60,42.9,0,60.5,3.4
2026-08-18T07:24:57Z,2026-08-18T07-24-57Z_video_1600x900_15fps.mp4,23272546,1600x900,15,60,43.5,0,47.8,8.1
2026-08-18T07:26:07Z,2026-08-18T07-26-07Z_video_1600x900_15fps.mp4,59420732,1600x900,15,60,43.5,0,61.3,10.5
2026-08-18T07:27:21Z,2026-08-18T07-27-21Z_video_1600x900_15fps.mp4,56938975,1600x900,15,60,44.5,0,60.7,9.6
2026-08-18T07:28:33Z,2026-08-18T07-28-33Z_video_1600x900_15fps.mp4,53354823,1600x900,15,60,44.5,0,61.6,9.9
2026-08-18T07:29:46Z,2026-08-18T07-29-46Z_video_1600x900_15fps.mp4,44607254,1600x900,15,60,44.0,0,60.6,4.7
2026-08-18T07:30:53Z,2026-08-18T07-30-53Z_video_1600x900_15fps.mp4,31925529,1600x900,15,60,43.5,0,60.6,4.0
2026-08-18T07:31:58Z,2026-08-18T07-31-58Z_video_1600x900_15fps.mp4,30009988,1600x900,15,60,44.0,0,61.5,5.1
2026-08-18T07:33:05Z,2026-08-18T07-33-05Z_video_1600x900_15fps.mp4,48919900,1600x900,15,60,43.5,0,60.6,6.7
2026-08-18T07:34:14Z,2026-08-18T07-34-14Z_video_1600x900_15fps.mp4,59418240,1600x900,15,60,43.5,0,60.6,6.6
2026-08-18T07:35:22Z,2026-08-18T07-35-22Z_video_1600x900_15fps.mp4,59420460,1600x900,15,60,45.1,0,60.9,5.8
2026-08-18T07:36:49Z,2026-08-18T07-36-49Z_video_1000x562_15fps.mp4,131895312,1000x562,15,300,41.9,0,287.3,18.2
2026-08-18T07:42:14Z,2026-08-18T07-42-14Z_video_1000x562_15fps.mp4,118897539,1000x562,15,300,41.9,0,301.4,14.1
2026-08-18T07:47:34Z,2026-08-18T07-47-34Z_video_1000x562_15fps.mp4,118457232,1000x562,15,300,41.3,0,300.6,13.0
2026-08-18T07:52:53Z,2026-08-18T07-52-53Z_video_1000x562_15fps.mp4,118143206,1000x562,15,300,41.9,0,300.7,13.0
2026-08-18T07:58:12Z,2026-08-18T07-58-12Z_video_1000x562_15fps.mp4,48507543,1000x562,15,300,41.9,0,300.6,6.4
2026-08-18T08:06:48Z,2026-08-18T08-06-48Z_video_1000x562_15fps.mp4,30277896,1000x562,15,300,41.9,0,287.6,8.2
2026-08-18T08:11:58Z,2026-08-18T08-11-58Z_video_1000x562_15fps.mp4,30366207,1000x562,15,300,41.3,0,301.4,4.4
2026-08-18T08:17:05Z,2026-08-18T08-17-05Z_video_1000x562_15fps.mp4,30215541,1000x562,15,300,41.9,0,300.7,5.1
2026-08-18T08:22:11Z,2026-08-18T08-22-11Z_video_1000x562_15fps.mp4,30258844,1000x562,15,300,40.8,0,300.8,4.1
2026-08-18T08:27:17Z,2026-08-18T08-27-17Z_video_1000x562_15fps.mp4,29875398,1000x562,15,300,40.8,0,300.6,4.9
2026-08-18T08:32:23Z,2026-08-18T08-32-23Z_video_1000x562_15fps.mp4,30047444,1000x562,15,300,40.8,0,300.9,4.0
2026-08-18T08:37:28Z,2026-08-18T08-37-28Z_video_1000x562_15fps.mp4,30121449,1000x562,15,300,40.8,0,300.5,3.6
2026-08-18T08:42:33Z,2026-08-18T08-42-33Z_video_1000x562_15fps.mp4,30351674,1000x562,15,300,40.8,0,300.5,3.7
2026-08-18T08:47:38Z,2026-08-18T08-47-38Z_video_1000x562_15fps.mp4,30080989,1000x562,15,300,40.8,0,300.9,3.6
2026-08-18T08:52:43Z,2026-08-18T08-52-43Z_video_1000x562_15fps.mp4,29049394,1000x562,15,300,39.7,0,300.5,3.5
2026-08-18T08:57:47Z,2026-08-18T08-57-47Z_video_1000x562_15fps.mp4,28725452,1000x562,15,300,40.2,0,300.5,3.4
2026-08-18T09:02:52Z,2026-08-18T09-02-52Z_video_1000x562_15fps.mp4,28827850,1000x562,15,300,40.2,0,300.5,3.4
2026-08-18T09:07:56Z,2026-08-18T09-07-56Z_video_1000x562_15fps.mp4,28529645,1000x562,15,300,40.2,0,300.5,3.4
2026-08-18T09:13:01Z,2026-08-18T09-13-01Z_video_1000x562_15fps.mp4,28762713,1000x562,15,300,40.8,0,300.5,3.5
2026-08-18T09:18:05Z,2026-08-18T09-18-05Z_video_1000x562_15fps.mp4,28683968,1000x562,15,300,40.8,0,300.5,3.4
2026-08-18T09:23:09Z,2026-08-18T09-23-09Z_video_1000x562_15fps.mp4,28734064,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T09:28:14Z,2026-08-18T09-28-14Z_video_1000x562_15fps.mp4,29010165,1000x562,15,300,40.8,0,300.7,3.4
2026-08-18T09:33:18Z,2026-08-18T09-33-18Z_video_1000x562_15fps.mp4,29024542,1000x562,15,300,40.2,0,300.5,3.5
2026-08-18T09:38:23Z,2026-08-18T09-38-23Z_video_1000x562_15fps.mp4,28735654,1000x562,15,300,40.8,0,300.5,3.4
2026-08-18T09:43:27Z,2026-08-18T09-43-27Z_video_1000x562_15fps.mp4,28757158,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T09:48:32Z,2026-08-18T09-48-32Z_video_1000x562_15fps.mp4,28692480,1000x562,15,300,40.2,0,300.5,3.4
2026-08-18T09:53:36Z,2026-08-18T09-53-36Z_video_1000x562_15fps.mp4,28876833,1000x562,15,300,40.8,0,300.5,2.9
2026-08-18T09:58:40Z,2026-08-18T09-58-40Z_video_1000x562_15fps.mp4,28840114,1000x562,15,300,40.8,0,300.5,3.4
2026-08-18T10:03:45Z,2026-08-18T10-03-45Z_video_1000x562_15fps.mp4,28781733,1000x562,15,300,40.2,0,300.5,3.4
2026-08-18T10:08:49Z,2026-08-18T10-08-49Z_video_1000x562_15fps.mp4,28795764,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T10:13:54Z,2026-08-18T10-13-54Z_video_1000x562_15fps.mp4,28376555,1000x562,15,300,40.2,0,300.5,3.4
2026-08-18T10:18:58Z,2026-08-18T10-18-58Z_video_1000x562_15fps.mp4,28666921,1000x562,15,300,40.2,0,300.5,2.9
2026-08-18T10:24:02Z,2026-08-18T10-24-02Z_video_1000x562_15fps.mp4,28739848,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T10:29:06Z,2026-08-18T10-29-06Z_video_1000x562_15fps.mp4,28599857,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T10:34:11Z,2026-08-18T10-34-11Z_video_1000x562_15fps.mp4,28817249,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T10:39:15Z,2026-08-18T10-39-15Z_video_1000x562_15fps.mp4,28982028,1000x562,15,300,39.7,0,300.7,3.5
2026-08-18T10:44:20Z,2026-08-18T10-44-20Z_video_1000x562_15fps.mp4,28809513,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T10:49:24Z,2026-08-18T10-49-24Z_video_1000x562_15fps.mp4,28366082,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T10:54:29Z,2026-08-18T10-54-29Z_video_1000x562_15fps.mp4,28648121,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T10:59:33Z,2026-08-18T10-59-33Z_video_1000x562_15fps.mp4,28374935,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T11:04:37Z,2026-08-18T11-04-37Z_video_1000x562_15fps.mp4,28611349,1000x562,15,300,39.7,0,300.5,3.5
2026-08-18T11:09:42Z,2026-08-18T11-09-42Z_video_1000x562_15fps.mp4,28606409,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T11:14:46Z,2026-08-18T11-14-46Z_video_1000x562_15fps.mp4,28477133,1000x562,15,300,39.7,0,300.7,3.4
2026-08-18T11:19:51Z,2026-08-18T11-19-51Z_video_1000x562_15fps.mp4,28541030,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T11:24:55Z,2026-08-18T11-24-55Z_video_1000x562_15fps.mp4,28591232,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T11:30:00Z,2026-08-18T11-30-00Z_video_1000x562_15fps.mp4,28680967,1000x562,15,300,40.2,0,300.5,3.4
2026-08-18T11:35:04Z,2026-08-18T11-35-04Z_video_1000x562_15fps.mp4,28406021,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T11:40:09Z,2026-08-18T11-40-09Z_video_1000x562_15fps.mp4,29001710,1000x562,15,300,39.7,0,300.5,3.5
2026-08-18T11:45:13Z,2026-08-18T11-45-13Z_video_1000x562_15fps.mp4,28775206,1000x562,15,300,40.2,0,300.5,3.4
2026-08-18T11:50:18Z,2026-08-18T11-50-18Z_video_1000x562_15fps.mp4,28802721,1000x562,15,300,39.7,0,300.5,4.4
2026-08-18T11:55:23Z,2026-08-18T11-55-23Z_video_1000x562_15fps.mp4,28518905,1000x562,15,300,39.7,0,300.6,3.6
2026-08-18T12:00:28Z,2026-08-18T12-00-28Z_video_1000x562_15fps.mp4,28674315,1000x562,15,300,40.2,0,300.7,3.5
2026-08-18T12:05:33Z,2026-08-18T12-05-33Z_video_1000x562_15fps.mp4,28722604,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T12:10:37Z,2026-08-18T12-10-37Z_video_1000x562_15fps.mp4,28492505,1000x562,15,300,40.2,0,300.5,3.4
2026-08-18T12:15:41Z,2026-08-18T12-15-41Z_video_1000x562_15fps.mp4,28743320,1000x562,15,300,39.7,0,300.7,3.4
2026-08-18T12:20:46Z,2026-08-18T12-20-46Z_video_1000x562_15fps.mp4,28601972,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T12:25:51Z,2026-08-18T12-25-51Z_video_1000x562_15fps.mp4,28635959,1000x562,15,300,39.2,0,300.5,3.4
2026-08-18T12:30:55Z,2026-08-18T12-30-55Z_video_1000x562_15fps.mp4,28588400,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T12:35:59Z,2026-08-18T12-35-59Z_video_1000x562_15fps.mp4,28508673,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T12:41:04Z,2026-08-18T12-41-04Z_video_1000x562_15fps.mp4,28891167,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T12:46:08Z,2026-08-18T12-46-08Z_video_1000x562_15fps.mp4,29696680,1000x562,15,300,39.7,0,300.5,3.4
2026-08-18T12:51:13Z,2026-08-18T12-51-13Z_video_1000x562_15fps.mp4,28918036,1000x562,15,300,39.7,0,300.5,3.5
2026-08-18T12:56:17Z,2026-08-18T12-56-17Z_video_1000x562_15fps.mp4,30151426,1000x562,15,300,39.7,0,300.5,3.5
2026-08-18T13:01:22Z,2026-08-18T13-01-22Z_video_1000x562_15fps.mp4,34229644,1000x562,15,300,40.2,0,300.5,3.6
2026-08-18T13:06:27Z,2026-08-18T13-06-27Z_video_1000x562_15fps.mp4,44291546,1000x562,15,300,39.2,0,300.5,3.6
2026-08-18T13:11:32Z,2026-08-18T13-11-32Z_video_1000x562_15fps.mp4,82915193,1000x562,15,300,40.2,0,300.5,7.7
2026-08-18T13:16:42Z,2026-08-18T13-16-42Z_video_1000x562_15fps.mp4,133671469,1000x562,15,300,39.7,0,300.7,13.3
2026-08-18T13:22:01Z,2026-08-18T13-22-01Z_video_1000x562_15fps.mp4,149785312,1000x562,15,300,40.2,0,300.6,15.4
2026-08-18T13:27:22Z,2026-08-18T13-27-22Z_video_1000x562_15fps.mp4,149781769,1000x562,15,300,39.7,0,300.6,16.0
2026-08-18T13:32:45Z,2026-08-18T13-32-45Z_video_1000x562_15fps.mp4,149784677,1000x562,15,300,39.7,0,300.6,15.9
2026-08-18T13:38:07Z,2026-08-18T13-38-07Z_video_1000x562_15fps.mp4,149781698,1000x562,15,300,40.8,0,300.6,16.0
2026-08-18T13:43:29Z,2026-08-18T13-43-29Z_video_1000x562_15fps.mp4,149781508,1000x562,15,300,39.7,0,300.6,15.7
2026-08-18T13:48:51Z,2026-08-18T13-48-51Z_video_1000x562_15fps.mp4,149784734,1000x562,15,300,40.8,0,300.6,15.5
2026-08-18T13:54:11Z,2026-08-18T13-54-11Z_video_1000x562_15fps.mp4,149778852,1000x562,15,300,40.8,0,300.6,16.4
2026-08-18T13:59:34Z,2026-08-18T13-59-34Z_video_1000x562_15fps.mp4,149780624,1000x562,15,300,39.7,0,300.6,15.7
2026-08-18T14:04:57Z,2026-08-18T14-04-57Z_video_1000x562_15fps.mp4,149780680,1000x562,15,300,40.8,0,300.9,16.5
2026-08-18T14:10:20Z,2026-08-18T14-10-20Z_video_1000x562_15fps.mp4,149774903,1000x562,15,300,40.2,0,300.6,16.8
2026-08-18T14:15:42Z,2026-08-18T14-15-42Z_video_1000x562_15fps.mp4,149775793,1000x562,15,300,40.8,0,301.4,16.4
2026-08-18T14:21:05Z,2026-08-18T14-21-05Z_video_1000x562_15fps.mp4,149435988,1000x562,15,300,40.2,0,300.6,16.1
2026-08-18T14:26:27Z,2026-08-18T14-26-27Z_video_1000x562_15fps.mp4,149783766,1000x562,15,300,40.2,0,300.6,16.2
2026-08-18T14:31:50Z,2026-08-18T14-31-50Z_video_1000x562_15fps.mp4,149776320,1000x562,15,300,39.7,0,300.6,15.6
2026-08-18T14:37:11Z,2026-08-18T14-37-11Z_video_1000x562_15fps.mp4,149782417,1000x562,15,300,39.7,0,300.6,16.3
2026-08-18T14:42:33Z,2026-08-18T14-42-33Z_video_1000x562_15fps.mp4,149440603,1000x562,15,300,40.2,0,300.6,16.4
2026-08-18T14:47:56Z,2026-08-18T14-47-56Z_video_1000x562_15fps.mp4,148617282,1000x562,15,300,40.2,0,300.6,15.9
2026-08-18T14:53:19Z,2026-08-18T14-53-19Z_video_1000x562_15fps.mp4,129820330,1000x562,15,300,39.7,0,300.6,14.3
2026-08-18T14:58:38Z,2026-08-18T14-58-38Z_video_1000x562_15fps.mp4,133275022,1000x562,15,300,40.2,0,300.6,14.3
