utc,fn,sz,res,fps,dur,tmp,rd,encode_s,boundary_s
2026-08-18T10:45:36Z,2026-08-18T10-45-36Z_video_1000x562_15fps.mp4,26844040,1000x562,15,300,40.8,0,300.5,3.3
2026-08-18T10:50:40Z,2026-08-18T10-50-40Z_video_1000x562_15fps.mp4,26960451,1000x562,15,300,41.3,0,300.5,3.4
2026-08-18T10:55:45Z,2026-08-18T10-55-45Z_video_1000x562_15fps.mp4,26819335,1000x562,15,300,41.3,0,300.5,3.4
2026-08-18T11:00:49Z,2026-08-18T11-00-49Z_video_1000x562_15fps.mp4,26766443,1000x562,15,300,40.8,0,300.5,5.0
2026-08-18T11:05:55Z,2026-08-18T11-05-55Z_video_1000x562_15fps.mp4,26933630,1000x562,15,300,40.8,0,300.8,3.1
2026-08-18T11:10:59Z,2026-08-18T11-10-59Z_video_1000x562_15fps.mp4,27045997,1000x562,15,300,40.8,0,300.5,3.4
2026-08-18T11:16:04Z,2026-08-18T11-16-04Z_video_1000x562_15fps.mp4,26661884,1000x562,15,300,40.8,0,300.5,3.4
2026-08-18T11:21:08Z,2026-08-18T11-21-08Z_video_1000x562_15fps.mp4,27016019,1000x562,15,300,41.3,0,300.7,3.4
2026-08-18T11:26:13Z,2026-08-18T11-26-13Z_video_1000x562_15fps.mp4,26756259,1000x562,15,300,40.8,0,300.5,3.3
2026-08-18T11:31:17Z,2026-08-18T11-31-17Z_video_1000x562_15fps.mp4,26961930,1000x562,15,300,40.8,0,300.5,3.4
2026-08-18T11:36:21Z,2026-08-18T11-36-21Z_video_1000x562_15fps.mp4,27076328,1000x562,15,300,40.8,0,300.7,3.3
2026-08-18T11:41:26Z,2026-08-18T11-41-26Z_video_1000x562_15fps.mp4,26928996,1000x562,15,300,40.8,0,300.5,3.4
2026-08-18T11:46:30Z,2026-08-18T11-46-30Z_video_1000x562_15fps.mp4,26514940,1000x562,15,300,40.8,0,300.5,3.3
2026-08-18T11:51:35Z,2026-08-18T11-51-35Z_video_1000x562_15fps.mp4,26849725,1000x562,15,300,41.3,0,300.5,3.3
2026-08-18T11:56:39Z,2026-08-18T11-56-39Z_video_1000x562_15fps.mp4,26854536,1000x562,15,300,40.8,0,300.5,3.9
2026-08-18T12:01:44Z,2026-08-18T12-01-44Z_video_1000x562_15fps.mp4,26844403,1000x562,15,300,40.8,0,300.5,3.4
2026-08-18T12:06:48Z,2026-08-18T12-06-48Z_video_1000x562_15fps.mp4,26727519,1000x562,15,300,40.8,0,300.5,3.7
2026-08-18T12:11:53Z,2026-08-18T12-11-53Z_video_1000x562_15fps.mp4,26502683,1000x562,15,300,40.8,0,300.9,4.4
2026-08-18T12:16:59Z,2026-08-18T12-16-59Z_video_1000x562_15fps.mp4,26565139,1000x562,15,300,40.8,0,300.5,3.4
2026-08-18T12:22:03Z,2026-08-18T12-22-03Z_video_1000x562_15fps.mp4,26768583,1000x562,15,300,40.8,0,300.5,3.4
2026-08-18T12:27:07Z,2026-08-18T12-27-07Z_video_1000x562_15fps.mp4,26920572,1000x562,15,300,41.3,0,300.7,3.0
2026-08-18T12:32:12Z,2026-08-18T12-32-12Z_video_1000x562_15fps.mp4,26649302,1000x562,15,300,40.2,0,300.5,3.4
2026-08-18T12:37:16Z,2026-08-18T12-37-16Z_video_1000x562_15fps.mp4,26779355,1000x562,15,300,40.8,0,300.5,3.4
2026-08-18T12:42:20Z,2026-08-18T12-42-20Z_video_1000x562_15fps.mp4,27323581,1000x562,15,300,40.8,0,300.5,3.4
2026-08-18T12:47:25Z,2026-08-18T12-47-25Z_video_1000x562_15fps.mp4,27247292,1000x562,15,300,41.3,0,300.5,3.4
2026-08-18T12:52:29Z,2026-08-18T12-52-29Z_video_1000x562_15fps.mp4,27134614,1000x562,15,300,40.8,0,300.7,3.4
2026-08-18T12:57:34Z,2026-08-18T12-57-34Z_video_1000x562_15fps.mp4,28789383,1000x562,15,300,41.3,0,300.5,2.9
2026-08-18T13:02:38Z,2026-08-18T13-02-38Z_video_1000x562_15fps.mp4,32789008,1000x562,15,300,40.8,0,300.5,3.7
2026-08-18T13:07:42Z,2026-08-18T13-07-42Z_video_1000x562_15fps.mp4,44838406,1000x562,15,300,40.8,0,300.5,3.7
2026-08-18T13:12:47Z,2026-08-18T13-12-47Z_video_1000x562_15fps.mp4,69929356,1000x562,15,300,40.8,0,300.5,4.7
2026-08-18T13:17:54Z,2026-08-18T13-17-54Z_video_1000x562_15fps.mp4,74915483,1000x562,15,300,40.8,0,300.6,6.1
2026-08-18T13:23:03Z,2026-08-18T13-23-03Z_video_1000x562_15fps.mp4,74918990,1000x562,15,300,40.8,0,300.6,7.3
2026-08-18T13:28:13Z,2026-08-18T13-28-13Z_video_1000x562_15fps.mp4,74912409,1000x562,15,300,40.8,0,300.6,5.0
2026-08-18T13:33:20Z,2026-08-18T13-33-20Z_video_1000x562_15fps.mp4,74920022,1000x562,15,300,40.8,0,300.6,6.9
2026-08-18T13:38:29Z,2026-08-18T13-38-29Z_video_1000x562_15fps.mp4,74911995,1000x562,15,300,40.8,0,300.6,6.1
2026-08-18T13:43:38Z,2026-08-18T13-43-38Z_video_1000x562_15fps.mp4,74913560,1000x562,15,300,40.8,0,300.6,7.2
2026-08-18T13:48:48Z,2026-08-18T13-48-48Z_video_1000x562_15fps.mp4,74913788,1000x562,15,300,40.8,0,300.6,7.1
2026-08-18T13:53:57Z,2026-08-18T13-53-57Z_video_1000x562_15fps.mp4,74913543,1000x562,15,300,40.8,0,300.6,5.5
2026-08-18T13:59:05Z,2026-08-18T13-59-05Z_video_1000x562_15fps.mp4,74917402,1000x562,15,300,40.8,0,300.6,6.5
2026-08-18T14:04:14Z,2026-08-18T14-04-14Z_video_1000x562_15fps.mp4,74914161,1000x562,15,300,41.3,0,300.6,4.9
2026-08-18T14:09:22Z,2026-08-18T14-09-22Z_video_1000x562_15fps.mp4,74912021,1000x562,15,300,40.8,0,300.6,8.6
2026-08-18T14:14:33Z,2026-08-18T14-14-33Z_video_1000x562_15fps.mp4,74914743,1000x562,15,300,40.8,0,300.6,8.1
2026-08-18T14:19:44Z,2026-08-18T14-19-44Z_video_1000x562_15fps.mp4,74916272,1000x562,15,300,40.8,0,300.9,5.0
2026-08-18T14:24:51Z,2026-08-18T14-24-51Z_video_1000x562_15fps.mp4,74911612,1000x562,15,300,41.3,0,300.6,5.2
2026-08-18T14:29:59Z,2026-08-18T14-29-59Z_video_1000x562_15fps.mp4,74912145,1000x562,15,300,41.3,0,300.6,5.1
2026-08-18T14:35:06Z,2026-08-18T14-35-06Z_video_1000x562_15fps.mp4,74914425,1000x562,15,300,41.9,0,300.6,5.2
2026-08-18T14:40:14Z,2026-08-18T14-40-14Z_video_1000x562_15fps.mp4,74913878,1000x562,15,300,41.3,0,300.6,5.2
2026-08-18T14:45:21Z,2026-08-18T14-45-21Z_video_1000x562_15fps.mp4,74914024,1000x562,15,300,40.8,0,300.6,4.9
2026-08-18T14:50:28Z,2026-08-18T14-50-28Z_video_1000x562_15fps.mp4,74915581,1000x562,15,300,41.3,0,300.6,7.7
2026-08-18T14:55:38Z,2026-08-18T14-55-38Z_video_1000x562_15fps.mp4,74911869,1000x562,15,300,41.3,0,300.6,4.9
2026-08-18T15:00:45Z,2026-08-18T15-00-45Z_video_1000x562_15fps.mp4,74915333,1000x562,15,300,41.3,0,300.6,9.6
