media_id,device_id,filename,stored_captured_at_utc,derived_captured_at_utc,delta_s
53204,BMCAM_004,2026-09-23T05-00-35Z_video_5s.h264,2026-09-23T05:03:39+00:00,2026-09-23T05:00:35+00:00,184.0
53205,BMCAM_004,2026-09-23T05-15-35Z_video_5s.h264,2026-09-23T05:18:36+00:00,2026-09-23T05:15:35+00:00,181.0
53206,BMCAM_003,2026-09-23T05-25-34Z_video_5s.h264,2026-09-23T05:29:23+00:00,2026-09-23T05:25:34+00:00,229.0
53207,BMCAM_004,2026-09-23T05-30-34Z_video_5s.h264,2026-09-23T05:33:35+00:00,2026-09-23T05:30:34+00:00,181.0
53208,BMCAM_004,2026-09-23T05-45-34Z_video_5s.h264,2026-09-23T05:48:28+00:00,2026-09-23T05:45:34+00:00,174.0
53209,BMCAM_003,2026-09-23T05-40-34Z_video_5s.h264,2026-09-23T05:44:22+00:00,2026-09-23T05:40:34+00:00,228.0
53210,BMCAM_004,2026-09-23T06-00-34Z_video_5s.h264,2026-09-23T06:03:31+00:00,2026-09-23T06:00:34+00:00,177.0
53211,BMCAM_004,2026-09-23T06-15-34Z_video_5s.h264,2026-09-23T06:18:30+00:00,2026-09-23T06:15:34+00:00,176.0
53212,BMCAM_003,2026-09-23T05-55-34Z_video_5s.h264,2026-09-23T05:59:26+00:00,2026-09-23T05:55:34+00:00,232.0
53213,BMCAM_003,2026-09-23T06-10-34Z_video_5s.h264,2026-09-23T06:14:26+00:00,2026-09-23T06:10:34+00:00,232.0
53214,BMCAM_003,2026-09-23T06-25-34Z_video_5s.h264,2026-09-23T06:29:21+00:00,2026-09-23T06:25:34+00:00,227.0
53215,BMCAM_004,2026-09-23T06-30-34Z_video_5s.h264,2026-09-23T06:33:33+00:00,2026-09-23T06:30:34+00:00,179.0
53216,BMCAM_004,2026-09-23T06-45-34Z_video_5s.h264,2026-09-23T06:48:31+00:00,2026-09-23T06:45:34+00:00,177.0
53217,BMCAM_003,2026-09-23T06-40-34Z_video_5s.h264,2026-09-23T06:44:19+00:00,2026-09-23T06:40:34+00:00,225.0
53218,BMCAM_003,2026-09-23T06-55-34Z_video_5s.h264,2026-09-23T06:59:24+00:00,2026-09-23T06:55:34+00:00,230.0
53219,BMCAM_004,2026-09-23T07-00-34Z_video_5s.h264,2026-09-23T07:03:33+00:00,2026-09-23T07:00:34+00:00,179.0
53220,BMCAM_004,2026-09-23T07-15-33Z_video_5s.h264,2026-09-23T07:18:34+00:00,2026-09-23T07:15:33+00:00,181.0
53221,BMCAM_003,2026-09-23T07-10-34Z_video_5s.h264,2026-09-23T07:14:16+00:00,2026-09-23T07:10:34+00:00,222.0
53222,BMCAM_003,2026-09-23T07-25-33Z_video_5s.h264,2026-09-23T07:29:27+00:00,2026-09-23T07:25:33+00:00,234.0
53223,BMCAM_004,2026-09-23T07-30-33Z_video_5s.h264,2026-09-23T07:33:34+00:00,2026-09-23T07:30:33+00:00,181.0
53224,BMCAM_004,2026-09-23T07-45-33Z_video_5s.h264,2026-09-23T07:48:32+00:00,2026-09-23T07:45:33+00:00,179.0
53225,BMCAM_003,2026-09-23T07-40-33Z_video_5s.h264,2026-09-23T07:44:18+00:00,2026-09-23T07:40:33+00:00,225.0
53226,BMCAM_003,2026-09-23T07-55-33Z_video_5s.h264,2026-09-23T07:59:27+00:00,2026-09-23T07:55:33+00:00,234.0
53227,BMCAM_004,2026-09-23T08-00-33Z_video_5s.h264,2026-09-23T08:03:36+00:00,2026-09-23T08:00:33+00:00,183.0
53228,BMCAM_004,2026-09-23T08-15-33Z_video_5s.h264,2026-09-23T08:18:36+00:00,2026-09-23T08:15:33+00:00,183.0
53229,BMCAM_003,2026-09-23T08-10-33Z_video_5s.h264,2026-09-23T08:14:25+00:00,2026-09-23T08:10:33+00:00,232.0
53230,BMCAM_003,2026-09-23T08-25-33Z_video_5s.h264,2026-09-23T08:29:25+00:00,2026-09-23T08:25:33+00:00,232.0
53231,BMCAM_004,2026-09-23T08-30-33Z_video_5s.h264,2026-09-23T08:33:31+00:00,2026-09-23T08:30:33+00:00,178.0
53232,BMCAM_004,2026-09-23T08-45-33Z_video_5s.h264,2026-09-23T08:48:27+00:00,2026-09-23T08:45:33+00:00,174.0
53233,BMCAM_003,2026-09-23T08-40-33Z_video_5s.h264,2026-09-23T08:44:21+00:00,2026-09-23T08:40:33+00:00,228.0
53234,BMCAM_003,2026-09-23T08-55-32Z_video_5s.h264,2026-09-23T08:59:27+00:00,2026-09-23T08:55:32+00:00,235.0
53235,BMCAM_004,2026-09-23T09-00-32Z_video_5s.h264,2026-09-23T09:03:31+00:00,2026-09-23T09:00:32+00:00,179.0
53236,BMCAM_004,2026-09-23T09-15-32Z_video_5s.h264,2026-09-23T09:18:29+00:00,2026-09-23T09:15:32+00:00,177.0
53237,BMCAM_003,2026-09-23T09-10-32Z_video_5s.h264,2026-09-23T09:14:23+00:00,2026-09-23T09:10:32+00:00,231.0
53238,BMCAM_003,2026-09-23T09-25-32Z_video_5s.h264,2026-09-23T09:29:21+00:00,2026-09-23T09:25:32+00:00,229.0
53239,BMCAM_004,2026-09-23T09-30-32Z_video_5s.h264,2026-09-23T09:33:34+00:00,2026-09-23T09:30:32+00:00,182.0
53240,BMCAM_004,2026-09-23T09-45-32Z_video_5s.h264,2026-09-23T09:48:32+00:00,2026-09-23T09:45:32+00:00,180.0
53241,BMCAM_003,2026-09-23T09-40-32Z_video_5s.h264,2026-09-23T09:44:22+00:00,2026-09-23T09:40:32+00:00,230.0
53242,BMCAM_003,2026-09-23T09-55-32Z_video_5s.h264,2026-09-23T09:59:25+00:00,2026-09-23T09:55:32+00:00,233.0
53243,BMCAM_004,2026-09-23T10-00-32Z_video_5s.h264,2026-09-23T10:03:33+00:00,2026-09-23T10:00:32+00:00,181.0
53244,BMCAM_004,2026-09-23T10-15-32Z_video_5s.h264,2026-09-23T10:18:30+00:00,2026-09-23T10:15:32+00:00,178.0
53245,BMCAM_003,2026-09-23T10-10-32Z_video_5s.h264,2026-09-23T10:14:21+00:00,2026-09-23T10:10:32+00:00,229.0
53246,BMCAM_003,2026-09-23T10-25-32Z_video_5s.h264,2026-09-23T10:28:58+00:00,2026-09-23T10:25:32+00:00,206.0
53247,BMCAM_004,2026-09-23T10-30-32Z_video_5s.h264,2026-09-23T10:33:29+00:00,2026-09-23T10:30:32+00:00,177.0
53248,BMCAM_004,2026-09-23T10-45-31Z_video_5s.h264,2026-09-23T10:48:31+00:00,2026-09-23T10:45:31+00:00,180.0
53249,BMCAM_003,2026-09-23T10-40-32Z_video_5s.h264,2026-09-23T10:44:22+00:00,2026-09-23T10:40:32+00:00,230.0
53250,BMCAM_003,2026-09-23T10-55-31Z_video_5s.h264,2026-09-23T10:59:17+00:00,2026-09-23T10:55:31+00:00,226.0
53251,BMCAM_004,2026-09-23T11-00-31Z_video_5s.h264,2026-09-23T11:03:31+00:00,2026-09-23T11:00:31+00:00,180.0
53252,BMCAM_004,2026-09-23T11-15-31Z_video_5s.h264,2026-09-23T11:18:28+00:00,2026-09-23T11:15:31+00:00,177.0
53253,BMCAM_003,2026-09-23T11-10-31Z_video_5s.h264,2026-09-23T11:14:14+00:00,2026-09-23T11:10:31+00:00,223.0
53254,BMCAM_003,2026-09-23T11-25-31Z_video_5s.h264,2026-09-23T11:29:21+00:00,2026-09-23T11:25:31+00:00,230.0
53255,BMCAM_004,2026-09-23T11-30-31Z_video_5s.h264,2026-09-23T11:33:28+00:00,2026-09-23T11:30:31+00:00,177.0
53256,BMCAM_004,2026-09-23T11-45-31Z_video_5s.h264,2026-09-23T11:48:35+00:00,2026-09-23T11:45:31+00:00,184.0
53257,BMCAM_003,2026-09-23T11-40-31Z_video_5s.h264,2026-09-23T11:44:19+00:00,2026-09-23T11:40:31+00:00,228.0
53258,BMCAM_004,2026-09-23T12-00-31Z_video_5s.h264,2026-09-23T12:03:13+00:00,2026-09-23T12:00:31+00:00,162.0
53259,BMCAM_004,2026-09-23T12-15-31Z_video_5s.h264,2026-09-23T12:18:29+00:00,2026-09-23T12:15:31+00:00,178.0
53260,BMCAM_003,2026-09-23T11-55-31Z_video_5s.h264,2026-09-23T11:59:12+00:00,2026-09-23T11:55:31+00:00,221.0
53261,BMCAM_003,2026-09-23T12-10-31Z_video_5s.h264,2026-09-23T12:14:18+00:00,2026-09-23T12:10:31+00:00,227.0
53262,BMCAM_003,2026-09-23T12-25-30Z_video_5s.h264,2026-09-23T12:29:17+00:00,2026-09-23T12:25:30+00:00,227.0
53263,BMCAM_004,2026-09-23T12-30-31Z_video_5s.h264,2026-09-23T12:33:14+00:00,2026-09-23T12:30:31+00:00,163.0
53264,BMCAM_004,2026-09-23T12-45-30Z_video_5s.h264,2026-09-23T12:48:30+00:00,2026-09-23T12:45:30+00:00,180.0
53265,BMCAM_003,2026-09-23T12-40-30Z_video_5s.h264,2026-09-23T12:44:18+00:00,2026-09-23T12:40:30+00:00,228.0
53266,BMCAM_003,2026-09-23T12-55-30Z_video_5s.h264,2026-09-23T12:59:20+00:00,2026-09-23T12:55:30+00:00,230.0
53267,BMCAM_004,2026-09-23T13-00-30Z_video_5s.h264,2026-09-23T13:03:22+00:00,2026-09-23T13:00:30+00:00,172.0
53268,BMCAM_004,2026-09-23T13-15-30Z_video_5s.h264,2026-09-23T13:18:29+00:00,2026-09-23T13:15:30+00:00,179.0
53269,BMCAM_003,2026-09-23T13-10-30Z_video_5s.h264,2026-09-23T13:14:16+00:00,2026-09-23T13:10:30+00:00,226.0
53270,BMCAM_003,2026-09-23T13-25-30Z_video_5s.h264,2026-09-23T13:29:18+00:00,2026-09-23T13:25:30+00:00,228.0
53272,BMCAM_004,2026-09-23T13-30-30Z_video_5s.h264,2026-09-23T13:33:28+00:00,2026-09-23T13:30:30+00:00,178.0
53273,BMCAM_004,2026-09-23T13-45-30Z_video_5s.h264,2026-09-23T13:48:32+00:00,2026-09-23T13:45:30+00:00,182.0
53274,BMCAM_003,2026-09-23T13-40-40Z_video_5s.h264,2026-09-23T13:44:30+00:00,2026-09-23T13:40:40+00:00,230.0
53275,BMCAM_003,2026-09-23T13-55-40Z_video_5s.h264,2026-09-23T13:56:06+00:00,2026-09-23T13:55:40+00:00,26.0
