label,card_detected,clip_percent_high_after,clip_percent_high_before,clip_percent_low_after,clip_percent_low_before,corrected,gray_angular_deg_after,gray_angular_deg_before,gray_neutrality_after,gray_neutrality_before,max_patch_de76_after,max_patch_de76_before,mean_luma_after,mean_luma_before,mean_patch_de2000_after,mean_patch_de2000_before,mean_patch_de76_after,mean_patch_de76_before,mean_patch_de76_color_after,mean_patch_de76_color_before,original,sheet
hybrid_noredphys,True,8.546,0.202,84.461,7.261,SPOT-33361C_BMCAM_001_2026-09-01T17-00-25Z_hybrid.png,12.66,36.78,0.1548,0.5105,40.01,106.03,49.6,60.4,8.12,32.93,12.23,59.19,9.45,63.3,SPOT-33361C_BMCAM_001_2026-09-01T17-00-25Z.jpg,/Users/nickbuemond/Documents/GitHub/bm_cam_legacy/.claude/worktrees/sprint-09-uart-throughput-22e3e7/runs/hybrid_physics_20260901_noredv/scores/hybrid_noredphys_SPOT-33361C_BMCAM_001_2026-09-01T17-00-25Z_sheet.jpg
hybrid_noredphys,True,9.154,0.032,83.57,16.689,SPOT-33361C_BMCAM_001_2026-09-01T18-00-24Z_hybrid.png,17.66,37.15,0.4644,0.5672,39.11,106.04,41.2,58.3,11.23,33.15,17.33,58.57,17.11,63.71,SPOT-33361C_BMCAM_001_2026-09-01T18-00-24Z.jpg,/Users/nickbuemond/Documents/GitHub/bm_cam_legacy/.claude/worktrees/sprint-09-uart-throughput-22e3e7/runs/hybrid_physics_20260901_noredv/scores/hybrid_noredphys_SPOT-33361C_BMCAM_001_2026-09-01T18-00-24Z_sheet.jpg
