label,card_detected,clip_percent_high_after,clip_percent_high_before,clip_percent_low_after,clip_percent_low_before,corrected,gray_angular_deg_after,gray_angular_deg_before,gray_neutrality_after,gray_neutrality_before,max_patch_de76_after,max_patch_de76_before,mean_luma_after,mean_luma_before,mean_patch_de2000_after,mean_patch_de2000_before,mean_patch_de76_after,mean_patch_de76_before,mean_patch_de76_color_after,mean_patch_de76_color_before,original,sheet
cardless,True,3.877,0.202,1.262,7.261,SPOT-33361C_BMCAM_001_2026-09-01T17-00-25Z_hybrid.png,26.91,36.78,0.2361,0.5105,73.06,106.03,108.6,60.4,26.1,32.93,46.13,59.19,50.81,63.3,SPOT-33361C_BMCAM_001_2026-09-01T17-00-25Z.jpg,/Users/nickbuemond/Documents/GitHub/bm_cam_legacy/.claude/worktrees/sprint-09-uart-throughput-22e3e7/runs/hybrid_physics_20260901_cardless/scores/cardless_SPOT-33361C_BMCAM_001_2026-09-01T17-00-25Z_sheet.jpg
cardless,True,4.435,0.032,1.256,16.689,SPOT-33361C_BMCAM_001_2026-09-01T18-00-24Z_hybrid.png,26.32,37.15,0.2321,0.5672,68.2,106.04,109.2,58.3,27.15,33.15,47.64,58.57,53.31,63.71,SPOT-33361C_BMCAM_001_2026-09-01T18-00-24Z.jpg,/Users/nickbuemond/Documents/GitHub/bm_cam_legacy/.claude/worktrees/sprint-09-uart-throughput-22e3e7/runs/hybrid_physics_20260901_cardless/scores/cardless_SPOT-33361C_BMCAM_001_2026-09-01T18-00-24Z_sheet.jpg
