label,card_detected,clip_percent_high_after,clip_percent_high_before,clip_percent_low_after,clip_percent_low_before,corrected,gray_angular_deg_after,gray_angular_deg_before,gray_neutrality_after,gray_neutrality_before,max_patch_de76_after,max_patch_de76_before,mean_luma_after,mean_luma_before,mean_patch_de2000_after,mean_patch_de2000_before,mean_patch_de76_after,mean_patch_de76_before,mean_patch_de76_color_after,mean_patch_de76_color_before,original,sheet
v6,True,2.537,0.202,1.269,7.261,SPOT-33361C_BMCAM_001_2026-09-01T17-00-25Z_hybrid.png,14.3,36.78,0.0935,0.5105,37.13,106.03,82.4,60.4,14.53,32.93,22.38,59.19,21.98,63.3,SPOT-33361C_BMCAM_001_2026-09-01T17-00-25Z.jpg,/Users/nickbuemond/Documents/GitHub/bm_cam_legacy/.claude/worktrees/sprint-09-uart-throughput-22e3e7/runs/hybrid_physics_20260901_v6fused/scores/v6_SPOT-33361C_BMCAM_001_2026-09-01T17-00-25Z_sheet.jpg
v6,True,3.171,0.032,1.794,16.689,SPOT-33361C_BMCAM_001_2026-09-01T18-00-24Z_hybrid.png,20.0,37.15,0.1393,0.5672,66.93,106.04,89.1,58.3,21.23,33.15,33.08,58.57,35.77,63.71,SPOT-33361C_BMCAM_001_2026-09-01T18-00-24Z.jpg,/Users/nickbuemond/Documents/GitHub/bm_cam_legacy/.claude/worktrees/sprint-09-uart-throughput-22e3e7/runs/hybrid_physics_20260901_v6fused/scores/v6_SPOT-33361C_BMCAM_001_2026-09-01T18-00-24Z_sheet.jpg
